date_day,year,month,day,day_of_week,day_name,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end
2017-12-30,2017,12,30,5,Saturday,52,4,True,False,False,False,False
2017-12-31,2017,12,31,6,Sunday,52,4,True,False,True,False,True
2018-01-01,2018,1,1,0,Monday,1,1,False,True,False,True,False
2018-01-02,2018,1,2,1,Tuesday,1,1,False,False,False,False,False
2018-01-03,2018,1,3,2,Wednesday,1,1,False,False,False,False,False
2018-01-04,2018,1,4,3,Thursday,1,1,False,False,False,False,False
2018-01-05,2018,1,5,4,Friday,1,1,False,False,False,False,False
2018-01-06,2018,1,6,5,Saturday,1,1,True,False,False,False,False
2018-01-07,2018,1,7,6,Sunday,1,1,True,False,False,False,False
2018-01-08,2018,1,8,0,Monday,2,1,False,False,False,False,False
2018-01-09,2018,1,9,1,Tuesday,2,1,False,False,False,False,False
2018-01-10,2018,1,10,2,Wednesday,2,1,False,False,False,False,False
2018-01-11,2018,1,11,3,Thursday,2,1,False,False,False,False,False
2018-01-12,2018,1,12,4,Friday,2,1,False,False,False,False,False
2018-01-13,2018,1,13,5,Saturday,2,1,True,False,False,False,False
2018-01-14,2018,1,14,6,Sunday,2,1,True,False,False,False,False
2018-01-15,2018,1,15,0,Monday,3,1,False,False,False,False,False
2018-01-16,2018,1,16,1,Tuesday,3,1,False,False,False,False,False
2018-01-17,2018,1,17,2,Wednesday,3,1,False,False,False,False,False
2018-01-18,2018,1,18,3,Thursday,3,1,False,False,False,False,False
2018-01-19,2018,1,19,4,Friday,3,1,False,False,False,False,False
2018-01-20,2018,1,20,5,Saturday,3,1,True,False,False,False,False
2018-01-21,2018,1,21,6,Sunday,3,1,True,False,False,False,False
2018-01-22,2018,1,22,0,Monday,4,1,False,False,False,False,False
2018-01-23,2018,1,23,1,Tuesday,4,1,False,False,False,False,False
2018-01-24,2018,1,24,2,Wednesday,4,1,False,False,False,False,False
2018-01-25,2018,1,25,3,Thursday,4,1,False,False,False,False,False
2018-01-26,2018,1,26,4,Friday,4,1,False,False,False,False,False
2018-01-27,2018,1,27,5,Saturday,4,1,True,False,False,False,False
2018-01-28,2018,1,28,6,Sunday,4,1,True,False,False,False,False
2018-01-29,2018,1,29,0,Monday,5,1,False,False,False,False,False
2018-01-30,2018,1,30,1,Tuesday,5,1,False,False,False,False,False
2018-01-31,2018,1,31,2,Wednesday,5,1,False,False,True,False,False
2018-02-01,2018,2,1,3,Thursday,5,1,False,True,False,False,False
2018-02-02,2018,2,2,4,Friday,5,1,False,False,False,False,False
2018-02-03,2018,2,3,5,Saturday,5,1,True,False,False,False,False
2018-02-04,2018,2,4,6,Sunday,5,1,True,False,False,False,False
2018-02-05,2018,2,5,0,Monday,6,1,False,False,False,False,False
2018-02-06,2018,2,6,1,Tuesday,6,1,False,False,False,False,False
2018-02-07,2018,2,7,2,Wednesday,6,1,False,False,False,False,False
2018-02-08,2018,2,8,3,Thursday,6,1,False,False,False,False,False
2018-02-09,2018,2,9,4,Friday,6,1,False,False,False,False,False
2018-02-10,2018,2,10,5,Saturday,6,1,True,False,False,False,False
2018-02-11,2018,2,11,6,Sunday,6,1,True,False,False,False,False
2018-02-12,2018,2,12,0,Monday,7,1,False,False,False,False,False
2018-02-13,2018,2,13,1,Tuesday,7,1,False,False,False,False,False
2018-02-14,2018,2,14,2,Wednesday,7,1,False,False,False,False,False
2018-02-15,2018,2,15,3,Thursday,7,1,False,False,False,False,False
2018-02-16,2018,2,16,4,Friday,7,1,False,False,False,False,False
2018-02-17,2018,2,17,5,Saturday,7,1,True,False,False,False,False
2018-02-18,2018,2,18,6,Sunday,7,1,True,False,False,False,False
2018-02-19,2018,2,19,0,Monday,8,1,False,False,False,False,False
2018-02-20,2018,2,20,1,Tuesday,8,1,False,False,False,False,False
2018-02-21,2018,2,21,2,Wednesday,8,1,False,False,False,False,False
2018-02-22,2018,2,22,3,Thursday,8,1,False,False,False,False,False
2018-02-23,2018,2,23,4,Friday,8,1,False,False,False,False,False
2018-02-24,2018,2,24,5,Saturday,8,1,True,False,False,False,False
2018-02-25,2018,2,25,6,Sunday,8,1,True,False,False,False,False
2018-02-26,2018,2,26,0,Monday,9,1,False,False,False,False,False
2018-02-27,2018,2,27,1,Tuesday,9,1,False,False,False,False,False
2018-02-28,2018,2,28,2,Wednesday,9,1,False,False,True,False,False
2018-03-01,2018,3,1,3,Thursday,9,1,False,True,False,False,False
2018-03-02,2018,3,2,4,Friday,9,1,False,False,False,False,False
2018-03-03,2018,3,3,5,Saturday,9,1,True,False,False,False,False
2018-03-04,2018,3,4,6,Sunday,9,1,True,False,False,False,False
2018-03-05,2018,3,5,0,Monday,10,1,False,False,False,False,False
2018-03-06,2018,3,6,1,Tuesday,10,1,False,False,False,False,False
2018-03-07,2018,3,7,2,Wednesday,10,1,False,False,False,False,False
2018-03-08,2018,3,8,3,Thursday,10,1,False,False,False,False,False
2018-03-09,2018,3,9,4,Friday,10,1,False,False,False,False,False
2018-03-10,2018,3,10,5,Saturday,10,1,True,False,False,False,False
2018-03-11,2018,3,11,6,Sunday,10,1,True,False,False,False,False
2018-03-12,2018,3,12,0,Monday,11,1,False,False,False,False,False
2018-03-13,2018,3,13,1,Tuesday,11,1,False,False,False,False,False
2018-03-14,2018,3,14,2,Wednesday,11,1,False,False,False,False,False
2018-03-15,2018,3,15,3,Thursday,11,1,False,False,False,False,False
2018-03-16,2018,3,16,4,Friday,11,1,False,False,False,False,False
2018-03-17,2018,3,17,5,Saturday,11,1,True,False,False,False,False
2018-03-18,2018,3,18,6,Sunday,11,1,True,False,False,False,False
2018-03-19,2018,3,19,0,Monday,12,1,False,False,False,False,False
2018-03-20,2018,3,20,1,Tuesday,12,1,False,False,False,False,False
2018-03-21,2018,3,21,2,Wednesday,12,1,False,False,False,False,False
2018-03-22,2018,3,22,3,Thursday,12,1,False,False,False,False,False
2018-03-23,2018,3,23,4,Friday,12,1,False,False,False,False,False
2018-03-24,2018,3,24,5,Saturday,12,1,True,False,False,False,False
2018-03-25,2018,3,25,6,Sunday,12,1,True,False,False,False,False
2018-03-26,2018,3,26,0,Monday,13,1,False,False,False,False,False
2018-03-27,2018,3,27,1,Tuesday,13,1,False,False,False,False,False
2018-03-28,2018,3,28,2,Wednesday,13,1,False,False,False,False,False
2018-03-29,2018,3,29,3,Thursday,13,1,False,False,False,False,False
2018-03-30,2018,3,30,4,Friday,13,1,False,False,False,False,False
2018-03-31,2018,3,31,5,Saturday,13,1,True,False,True,False,True
2018-04-01,2018,4,1,6,Sunday,13,2,True,True,False,True,False
2018-04-02,2018,4,2,0,Monday,14,2,False,False,False,False,False
2018-04-03,2018,4,3,1,Tuesday,14,2,False,False,False,False,False
2018-04-04,2018,4,4,2,Wednesday,14,2,False,False,False,False,False
2018-04-05,2018,4,5,3,Thursday,14,2,False,False,False,False,False
2018-04-06,2018,4,6,4,Friday,14,2,False,False,False,False,False
2018-04-07,2018,4,7,5,Saturday,14,2,True,False,False,False,False
2018-04-08,2018,4,8,6,Sunday,14,2,True,False,False,False,False
2018-04-09,2018,4,9,0,Monday,15,2,False,False,False,False,False
2018-04-10,2018,4,10,1,Tuesday,15,2,False,False,False,False,False
2018-04-11,2018,4,11,2,Wednesday,15,2,False,False,False,False,False
2018-04-12,2018,4,12,3,Thursday,15,2,False,False,False,False,False
2018-04-13,2018,4,13,4,Friday,15,2,False,False,False,False,False
2018-04-14,2018,4,14,5,Saturday,15,2,True,False,False,False,False
2018-04-15,2018,4,15,6,Sunday,15,2,True,False,False,False,False
2018-04-16,2018,4,16,0,Monday,16,2,False,False,False,False,False
2018-04-17,2018,4,17,1,Tuesday,16,2,False,False,False,False,False
2018-04-18,2018,4,18,2,Wednesday,16,2,False,False,False,False,False
2018-04-19,2018,4,19,3,Thursday,16,2,False,False,False,False,False
2018-04-20,2018,4,20,4,Friday,16,2,False,False,False,False,False
2018-04-21,2018,4,21,5,Saturday,16,2,True,False,False,False,False
2018-04-22,2018,4,22,6,Sunday,16,2,True,False,False,False,False
2018-04-23,2018,4,23,0,Monday,17,2,False,False,False,False,False
2018-04-24,2018,4,24,1,Tuesday,17,2,False,False,False,False,False
2018-04-25,2018,4,25,2,Wednesday,17,2,False,False,False,False,False
2018-04-26,2018,4,26,3,Thursday,17,2,False,False,False,False,False
2018-04-27,2018,4,27,4,Friday,17,2,False,False,False,False,False
2018-04-28,2018,4,28,5,Saturday,17,2,True,False,False,False,False
2018-04-29,2018,4,29,6,Sunday,17,2,True,False,False,False,False
2018-04-30,2018,4,30,0,Monday,18,2,False,False,True,False,False
2018-05-01,2018,5,1,1,Tuesday,18,2,False,True,False,False,False
2018-05-02,2018,5,2,2,Wednesday,18,2,False,False,False,False,False
2018-05-03,2018,5,3,3,Thursday,18,2,False,False,False,False,False
2018-05-04,2018,5,4,4,Friday,18,2,False,False,False,False,False
2018-05-05,2018,5,5,5,Saturday,18,2,True,False,False,False,False
2018-05-06,2018,5,6,6,Sunday,18,2,True,False,False,False,False
2018-05-07,2018,5,7,0,Monday,19,2,False,False,False,False,False
2018-05-08,2018,5,8,1,Tuesday,19,2,False,False,False,False,False
2018-05-09,2018,5,9,2,Wednesday,19,2,False,False,False,False,False
2018-05-10,2018,5,10,3,Thursday,19,2,False,False,False,False,False
2018-05-11,2018,5,11,4,Friday,19,2,False,False,False,False,False
2018-05-12,2018,5,12,5,Saturday,19,2,True,False,False,False,False
2018-05-13,2018,5,13,6,Sunday,19,2,True,False,False,False,False
2018-05-14,2018,5,14,0,Monday,20,2,False,False,False,False,False
2018-05-15,2018,5,15,1,Tuesday,20,2,False,False,False,False,False
2018-05-16,2018,5,16,2,Wednesday,20,2,False,False,False,False,False
2018-05-17,2018,5,17,3,Thursday,20,2,False,False,False,False,False
2018-05-18,2018,5,18,4,Friday,20,2,False,False,False,False,False
2018-05-19,2018,5,19,5,Saturday,20,2,True,False,False,False,False
2018-05-20,2018,5,20,6,Sunday,20,2,True,False,False,False,False
2018-05-21,2018,5,21,0,Monday,21,2,False,False,False,False,False
2018-05-22,2018,5,22,1,Tuesday,21,2,False,False,False,False,False
2018-05-23,2018,5,23,2,Wednesday,21,2,False,False,False,False,False
2018-05-24,2018,5,24,3,Thursday,21,2,False,False,False,False,False
2018-05-25,2018,5,25,4,Friday,21,2,False,False,False,False,False
2018-05-26,2018,5,26,5,Saturday,21,2,True,False,False,False,False
2018-05-27,2018,5,27,6,Sunday,21,2,True,False,False,False,False
2018-05-28,2018,5,28,0,Monday,22,2,False,False,False,False,False
2018-05-29,2018,5,29,1,Tuesday,22,2,False,False,False,False,False
2018-05-30,2018,5,30,2,Wednesday,22,2,False,False,False,False,False
2018-05-31,2018,5,31,3,Thursday,22,2,False,False,True,False,False
2018-06-01,2018,6,1,4,Friday,22,2,False,True,False,False,False
2018-06-02,2018,6,2,5,Saturday,22,2,True,False,False,False,False
2018-06-03,2018,6,3,6,Sunday,22,2,True,False,False,False,False
2018-06-04,2018,6,4,0,Monday,23,2,False,False,False,False,False
2018-06-05,2018,6,5,1,Tuesday,23,2,False,False,False,False,False
2018-06-06,2018,6,6,2,Wednesday,23,2,False,False,False,False,False
2018-06-07,2018,6,7,3,Thursday,23,2,False,False,False,False,False
2018-06-08,2018,6,8,4,Friday,23,2,False,False,False,False,False
2018-06-09,2018,6,9,5,Saturday,23,2,True,False,False,False,False
2018-06-10,2018,6,10,6,Sunday,23,2,True,False,False,False,False
2018-06-11,2018,6,11,0,Monday,24,2,False,False,False,False,False
2018-06-12,2018,6,12,1,Tuesday,24,2,False,False,False,False,False
2018-06-13,2018,6,13,2,Wednesday,24,2,False,False,False,False,False
2018-06-14,2018,6,14,3,Thursday,24,2,False,False,False,False,False
2018-06-15,2018,6,15,4,Friday,24,2,False,False,False,False,False
2018-06-16,2018,6,16,5,Saturday,24,2,True,False,False,False,False
2018-06-17,2018,6,17,6,Sunday,24,2,True,False,False,False,False
2018-06-18,2018,6,18,0,Monday,25,2,False,False,False,False,False
2018-06-19,2018,6,19,1,Tuesday,25,2,False,False,False,False,False
2018-06-20,2018,6,20,2,Wednesday,25,2,False,False,False,False,False
2018-06-21,2018,6,21,3,Thursday,25,2,False,False,False,False,False
2018-06-22,2018,6,22,4,Friday,25,2,False,False,False,False,False
2018-06-23,2018,6,23,5,Saturday,25,2,True,False,False,False,False
2018-06-24,2018,6,24,6,Sunday,25,2,True,False,False,False,False
2018-06-25,2018,6,25,0,Monday,26,2,False,False,False,False,False
2018-06-26,2018,6,26,1,Tuesday,26,2,False,False,False,False,False
2018-06-27,2018,6,27,2,Wednesday,26,2,False,False,False,False,False
2018-06-28,2018,6,28,3,Thursday,26,2,False,False,False,False,False
2018-06-29,2018,6,29,4,Friday,26,2,False,False,False,False,False
2018-06-30,2018,6,30,5,Saturday,26,2,True,False,True,False,True
2018-07-01,2018,7,1,6,Sunday,26,3,True,True,False,True,False
2018-07-02,2018,7,2,0,Monday,27,3,False,False,False,False,False
2018-07-03,2018,7,3,1,Tuesday,27,3,False,False,False,False,False
2018-07-04,2018,7,4,2,Wednesday,27,3,False,False,False,False,False
2018-07-05,2018,7,5,3,Thursday,27,3,False,False,False,False,False
2018-07-06,2018,7,6,4,Friday,27,3,False,False,False,False,False
2018-07-07,2018,7,7,5,Saturday,27,3,True,False,False,False,False
2018-07-08,2018,7,8,6,Sunday,27,3,True,False,False,False,False
2018-07-09,2018,7,9,0,Monday,28,3,False,False,False,False,False
2018-07-10,2018,7,10,1,Tuesday,28,3,False,False,False,False,False
2018-07-11,2018,7,11,2,Wednesday,28,3,False,False,False,False,False
2018-07-12,2018,7,12,3,Thursday,28,3,False,False,False,False,False
2018-07-13,2018,7,13,4,Friday,28,3,False,False,False,False,False
2018-07-14,2018,7,14,5,Saturday,28,3,True,False,False,False,False
2018-07-15,2018,7,15,6,Sunday,28,3,True,False,False,False,False
2018-07-16,2018,7,16,0,Monday,29,3,False,False,False,False,False
2018-07-17,2018,7,17,1,Tuesday,29,3,False,False,False,False,False
2018-07-18,2018,7,18,2,Wednesday,29,3,False,False,False,False,False
2018-07-19,2018,7,19,3,Thursday,29,3,False,False,False,False,False
2018-07-20,2018,7,20,4,Friday,29,3,False,False,False,False,False
2018-07-21,2018,7,21,5,Saturday,29,3,True,False,False,False,False
2018-07-22,2018,7,22,6,Sunday,29,3,True,False,False,False,False
2018-07-23,2018,7,23,0,Monday,30,3,False,False,False,False,False
2018-07-24,2018,7,24,1,Tuesday,30,3,False,False,False,False,False
2018-07-25,2018,7,25,2,Wednesday,30,3,False,False,False,False,False
2018-07-26,2018,7,26,3,Thursday,30,3,False,False,False,False,False
2018-07-27,2018,7,27,4,Friday,30,3,False,False,False,False,False
2018-07-28,2018,7,28,5,Saturday,30,3,True,False,False,False,False
2018-07-29,2018,7,29,6,Sunday,30,3,True,False,False,False,False
2018-07-30,2018,7,30,0,Monday,31,3,False,False,False,False,False
2018-07-31,2018,7,31,1,Tuesday,31,3,False,False,True,False,False
2018-08-01,2018,8,1,2,Wednesday,31,3,False,True,False,False,False
2018-08-02,2018,8,2,3,Thursday,31,3,False,False,False,False,False
2018-08-03,2018,8,3,4,Friday,31,3,False,False,False,False,False
2018-08-04,2018,8,4,5,Saturday,31,3,True,False,False,False,False
2018-08-05,2018,8,5,6,Sunday,31,3,True,False,False,False,False
2018-08-06,2018,8,6,0,Monday,32,3,False,False,False,False,False
2018-08-07,2018,8,7,1,Tuesday,32,3,False,False,False,False,False
2018-08-08,2018,8,8,2,Wednesday,32,3,False,False,False,False,False
2018-08-09,2018,8,9,3,Thursday,32,3,False,False,False,False,False
2018-08-10,2018,8,10,4,Friday,32,3,False,False,False,False,False
2018-08-11,2018,8,11,5,Saturday,32,3,True,False,False,False,False
2018-08-12,2018,8,12,6,Sunday,32,3,True,False,False,False,False
2018-08-13,2018,8,13,0,Monday,33,3,False,False,False,False,False
2018-08-14,2018,8,14,1,Tuesday,33,3,False,False,False,False,False
2018-08-15,2018,8,15,2,Wednesday,33,3,False,False,False,False,False
2018-08-16,2018,8,16,3,Thursday,33,3,False,False,False,False,False
2018-08-17,2018,8,17,4,Friday,33,3,False,False,False,False,False
2018-08-18,2018,8,18,5,Saturday,33,3,True,False,False,False,False
2018-08-19,2018,8,19,6,Sunday,33,3,True,False,False,False,False
2018-08-20,2018,8,20,0,Monday,34,3,False,False,False,False,False
2018-08-21,2018,8,21,1,Tuesday,34,3,False,False,False,False,False
2018-08-22,2018,8,22,2,Wednesday,34,3,False,False,False,False,False
2018-08-23,2018,8,23,3,Thursday,34,3,False,False,False,False,False
2018-08-24,2018,8,24,4,Friday,34,3,False,False,False,False,False
2018-08-25,2018,8,25,5,Saturday,34,3,True,False,False,False,False
2018-08-26,2018,8,26,6,Sunday,34,3,True,False,False,False,False
2018-08-27,2018,8,27,0,Monday,35,3,False,False,False,False,False
2018-08-28,2018,8,28,1,Tuesday,35,3,False,False,False,False,False
2018-08-29,2018,8,29,2,Wednesday,35,3,False,False,False,False,False
2018-08-30,2018,8,30,3,Thursday,35,3,False,False,False,False,False
2018-08-31,2018,8,31,4,Friday,35,3,False,False,True,False,False
2018-09-01,2018,9,1,5,Saturday,35,3,True,True,False,False,False
2018-09-02,2018,9,2,6,Sunday,35,3,True,False,False,False,False
2018-09-03,2018,9,3,0,Monday,36,3,False,False,False,False,False
2018-09-04,2018,9,4,1,Tuesday,36,3,False,False,False,False,False
2018-09-05,2018,9,5,2,Wednesday,36,3,False,False,False,False,False
2018-09-06,2018,9,6,3,Thursday,36,3,False,False,False,False,False
2018-09-07,2018,9,7,4,Friday,36,3,False,False,False,False,False
2018-09-08,2018,9,8,5,Saturday,36,3,True,False,False,False,False
2018-09-09,2018,9,9,6,Sunday,36,3,True,False,False,False,False
2018-09-10,2018,9,10,0,Monday,37,3,False,False,False,False,False
2018-09-11,2018,9,11,1,Tuesday,37,3,False,False,False,False,False
2018-09-12,2018,9,12,2,Wednesday,37,3,False,False,False,False,False
2018-09-13,2018,9,13,3,Thursday,37,3,False,False,False,False,False
2018-09-14,2018,9,14,4,Friday,37,3,False,False,False,False,False
2018-09-15,2018,9,15,5,Saturday,37,3,True,False,False,False,False
2018-09-16,2018,9,16,6,Sunday,37,3,True,False,False,False,False
2018-09-17,2018,9,17,0,Monday,38,3,False,False,False,False,False
2018-09-18,2018,9,18,1,Tuesday,38,3,False,False,False,False,False
2018-09-19,2018,9,19,2,Wednesday,38,3,False,False,False,False,False
2018-09-20,2018,9,20,3,Thursday,38,3,False,False,False,False,False
2018-09-21,2018,9,21,4,Friday,38,3,False,False,False,False,False
2018-09-22,2018,9,22,5,Saturday,38,3,True,False,False,False,False
2018-09-23,2018,9,23,6,Sunday,38,3,True,False,False,False,False
2018-09-24,2018,9,24,0,Monday,39,3,False,False,False,False,False
2018-09-25,2018,9,25,1,Tuesday,39,3,False,False,False,False,False
2018-09-26,2018,9,26,2,Wednesday,39,3,False,False,False,False,False
2018-09-27,2018,9,27,3,Thursday,39,3,False,False,False,False,False
2018-09-28,2018,9,28,4,Friday,39,3,False,False,False,False,False
2018-09-29,2018,9,29,5,Saturday,39,3,True,False,False,False,False
2018-09-30,2018,9,30,6,Sunday,39,3,True,False,True,False,True
2018-10-01,2018,10,1,0,Monday,40,4,False,True,False,True,False
2018-10-02,2018,10,2,1,Tuesday,40,4,False,False,False,False,False
2018-10-03,2018,10,3,2,Wednesday,40,4,False,False,False,False,False
2018-10-04,2018,10,4,3,Thursday,40,4,False,False,False,False,False
2018-10-05,2018,10,5,4,Friday,40,4,False,False,False,False,False
2018-10-06,2018,10,6,5,Saturday,40,4,True,False,False,False,False
2018-10-07,2018,10,7,6,Sunday,40,4,True,False,False,False,False
2018-10-08,2018,10,8,0,Monday,41,4,False,False,False,False,False
2018-10-09,2018,10,9,1,Tuesday,41,4,False,False,False,False,False
2018-10-10,2018,10,10,2,Wednesday,41,4,False,False,False,False,False
2018-10-11,2018,10,11,3,Thursday,41,4,False,False,False,False,False
2018-10-12,2018,10,12,4,Friday,41,4,False,False,False,False,False
2018-10-13,2018,10,13,5,Saturday,41,4,True,False,False,False,False
2018-10-14,2018,10,14,6,Sunday,41,4,True,False,False,False,False
2018-10-15,2018,10,15,0,Monday,42,4,False,False,False,False,False
2018-10-16,2018,10,16,1,Tuesday,42,4,False,False,False,False,False
2018-10-17,2018,10,17,2,Wednesday,42,4,False,False,False,False,False
2018-10-18,2018,10,18,3,Thursday,42,4,False,False,False,False,False
2018-10-19,2018,10,19,4,Friday,42,4,False,False,False,False,False
2018-10-20,2018,10,20,5,Saturday,42,4,True,False,False,False,False
2018-10-21,2018,10,21,6,Sunday,42,4,True,False,False,False,False
2018-10-22,2018,10,22,0,Monday,43,4,False,False,False,False,False
2018-10-23,2018,10,23,1,Tuesday,43,4,False,False,False,False,False
2018-10-24,2018,10,24,2,Wednesday,43,4,False,False,False,False,False
2018-10-25,2018,10,25,3,Thursday,43,4,False,False,False,False,False
2018-10-26,2018,10,26,4,Friday,43,4,False,False,False,False,False
2018-10-27,2018,10,27,5,Saturday,43,4,True,False,False,False,False
2018-10-28,2018,10,28,6,Sunday,43,4,True,False,False,False,False
2018-10-29,2018,10,29,0,Monday,44,4,False,False,False,False,False
2018-10-30,2018,10,30,1,Tuesday,44,4,False,False,False,False,False
2018-10-31,2018,10,31,2,Wednesday,44,4,False,False,True,False,False
2018-11-01,2018,11,1,3,Thursday,44,4,False,True,False,False,False
2018-11-02,2018,11,2,4,Friday,44,4,False,False,False,False,False
2018-11-03,2018,11,3,5,Saturday,44,4,True,False,False,False,False
2018-11-04,2018,11,4,6,Sunday,44,4,True,False,False,False,False
2018-11-05,2018,11,5,0,Monday,45,4,False,False,False,False,False
2018-11-06,2018,11,6,1,Tuesday,45,4,False,False,False,False,False
2018-11-07,2018,11,7,2,Wednesday,45,4,False,False,False,False,False
2018-11-08,2018,11,8,3,Thursday,45,4,False,False,False,False,False
2018-11-09,2018,11,9,4,Friday,45,4,False,False,False,False,False
2018-11-10,2018,11,10,5,Saturday,45,4,True,False,False,False,False
2018-11-11,2018,11,11,6,Sunday,45,4,True,False,False,False,False
2018-11-12,2018,11,12,0,Monday,46,4,False,False,False,False,False
2018-11-13,2018,11,13,1,Tuesday,46,4,False,False,False,False,False
2018-11-14,2018,11,14,2,Wednesday,46,4,False,False,False,False,False
2018-11-15,2018,11,15,3,Thursday,46,4,False,False,False,False,False
2018-11-16,2018,11,16,4,Friday,46,4,False,False,False,False,False
2018-11-17,2018,11,17,5,Saturday,46,4,True,False,False,False,False
2018-11-18,2018,11,18,6,Sunday,46,4,True,False,False,False,False
2018-11-19,2018,11,19,0,Monday,47,4,False,False,False,False,False
2018-11-20,2018,11,20,1,Tuesday,47,4,False,False,False,False,False
2018-11-21,2018,11,21,2,Wednesday,47,4,False,False,False,False,False
2018-11-22,2018,11,22,3,Thursday,47,4,False,False,False,False,False
2018-11-23,2018,11,23,4,Friday,47,4,False,False,False,False,False
2018-11-24,2018,11,24,5,Saturday,47,4,True,False,False,False,False
2018-11-25,2018,11,25,6,Sunday,47,4,True,False,False,False,False
2018-11-26,2018,11,26,0,Monday,48,4,False,False,False,False,False
2018-11-27,2018,11,27,1,Tuesday,48,4,False,False,False,False,False
2018-11-28,2018,11,28,2,Wednesday,48,4,False,False,False,False,False
2018-11-29,2018,11,29,3,Thursday,48,4,False,False,False,False,False
2018-11-30,2018,11,30,4,Friday,48,4,False,False,True,False,False
2018-12-01,2018,12,1,5,Saturday,48,4,True,True,False,False,False
2018-12-02,2018,12,2,6,Sunday,48,4,True,False,False,False,False
2018-12-03,2018,12,3,0,Monday,49,4,False,False,False,False,False
2018-12-04,2018,12,4,1,Tuesday,49,4,False,False,False,False,False
2018-12-05,2018,12,5,2,Wednesday,49,4,False,False,False,False,False
2018-12-06,2018,12,6,3,Thursday,49,4,False,False,False,False,False
2018-12-07,2018,12,7,4,Friday,49,4,False,False,False,False,False
2018-12-08,2018,12,8,5,Saturday,49,4,True,False,False,False,False
2018-12-09,2018,12,9,6,Sunday,49,4,True,False,False,False,False
2018-12-10,2018,12,10,0,Monday,50,4,False,False,False,False,False
2018-12-11,2018,12,11,1,Tuesday,50,4,False,False,False,False,False
2018-12-12,2018,12,12,2,Wednesday,50,4,False,False,False,False,False
2018-12-13,2018,12,13,3,Thursday,50,4,False,False,False,False,False
2018-12-14,2018,12,14,4,Friday,50,4,False,False,False,False,False
2018-12-15,2018,12,15,5,Saturday,50,4,True,False,False,False,False
2018-12-16,2018,12,16,6,Sunday,50,4,True,False,False,False,False
2018-12-17,2018,12,17,0,Monday,51,4,False,False,False,False,False
2018-12-18,2018,12,18,1,Tuesday,51,4,False,False,False,False,False
2018-12-19,2018,12,19,2,Wednesday,51,4,False,False,False,False,False
2018-12-20,2018,12,20,3,Thursday,51,4,False,False,False,False,False
2018-12-21,2018,12,21,4,Friday,51,4,False,False,False,False,False
2018-12-22,2018,12,22,5,Saturday,51,4,True,False,False,False,False
2018-12-23,2018,12,23,6,Sunday,51,4,True,False,False,False,False
2018-12-24,2018,12,24,0,Monday,52,4,False,False,False,False,False
2018-12-25,2018,12,25,1,Tuesday,52,4,False,False,False,False,False
2018-12-26,2018,12,26,2,Wednesday,52,4,False,False,False,False,False
2018-12-27,2018,12,27,3,Thursday,52,4,False,False,False,False,False
2018-12-28,2018,12,28,4,Friday,52,4,False,False,False,False,False
2018-12-29,2018,12,29,5,Saturday,52,4,True,False,False,False,False
2018-12-30,2018,12,30,6,Sunday,52,4,True,False,False,False,False
2018-12-31,2018,12,31,0,Monday,1,4,False,False,True,False,True
